timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1595868292390,3766,Get by ActivityId,200,OK,Stress Test 2-1,text,true,,352,150,1,2,https://quality-app.azurewebsites.net/api/Activities?id=1,3736,0,3053
1595868321368,511,Get by ActivityId,200,OK,Stress Test 2-2,text,true,,351,150,1,1,https://quality-app.azurewebsites.net/api/Activities?id=2,511,0,415
